d_x,n,z_key,method,truth,mean_estimate,bias,variance,mse,rmse,repetitions
4,2000,z05,sequential_dr,0.4937164827364504,0.49450186998658113,0.0007853872501306924,1.1292646316414197e-05,1.1909479449082048e-05,0.0034510113661189307,100
4,2000,z05,trajectory_is,0.4937164827364504,0.4894270453903294,-0.0042894373461210295,0.00136638840526561,0.0013847876780119076,0.037212735427698776,100
4,2000,z06,exact_finite_horizon_mis,0.5003814845379797,0.49940549174086923,-0.0009759927971104227,2.868398365385413e-06,3.820960305396841e-06,0.0019547276806237846,100
4,2000,z06,full_pdis,0.5003814845379797,0.5005536421156865,0.0001721575777068679,0.001527269624473672,0.0015272992627052343,0.0390806763337744,100
4,2000,z06,ours_k5,0.5003814845379797,0.49948882975137726,-0.0008926547866023931,3.9883650150474995e-06,4.785197583091664e-06,0.0021875094475434075,100
4,2000,z06,self_normalized_pdis,0.5003814845379797,0.4988786389333336,-0.0015028456046460815,1.3021522543996977e-05,1.5280067455401026e-05,0.003908972685425293,100
4,2000,z06,sequential_dr,0.5003814845379797,0.4988900549691,-0.0014914295688796342,1.3567533796693725e-05,1.5791895955622215e-05,0.003973901855308233,100
4,2000,z06,trajectory_is,0.5003814845379797,0.5012836435138545,0.0009021589758746684,0.0018110231990632324,0.001811837089880984,0.04256567971830103,100
4,2000,z07,exact_finite_horizon_mis,0.4955384794890453,0.49622128900587614,0.0006828095168308812,3.095864629980149e-06,3.562093466254971e-06,0.0018873509123252545,100
4,2000,z07,full_pdis,0.4955384794890453,0.4962985817870468,0.0007601022980014999,0.0015823117198095246,0.0015828894753129516,0.03978554354678281,100
4,2000,z07,ours_k5,0.4955384794890453,0.4962005303912047,0.0006620509021594845,3.9851600035228085e-06,4.4234714005729954e-06,0.002103205030560025,100
4,2000,z07,self_normalized_pdis,0.4955384794890453,0.49597484617065857,0.0004363666816132844,1.5346564628122606e-05,1.5536980508944797e-05,0.003941697668384119,100
4,2000,z07,sequential_dr,0.4955384794890453,0.49592742433466247,0.0003889448456171879,1.5980038787399832e-05,1.6131316880332008e-05,0.004016381067619457,100
4,2000,z07,trajectory_is,0.4955384794890453,0.49605404032074063,0.0005155608316954157,0.0018730943985063903,0.0018733602014775685,0.043282331285151084,100
4,2000,z08,exact_finite_horizon_mis,0.4935857950426752,0.49464436805327266,0.001058573010597526,2.9073092356316145e-06,4.027886054397125e-06,0.002006959405268857,100
4,2000,z08,full_pdis,0.4935857950426752,0.48903377881897137,-0.004552016223703795,0.0012369793466321015,0.0012577001983329643,0.03546406911696632,100
4,2000,z08,ours_k5,0.4935857950426752,0.4946232450017235,0.0010374499590482477,4.247744983883211e-06,5.32404740141242e-06,0.002307389737649975,100
4,2000,z08,self_normalized_pdis,0.4935857950426752,0.4944481483812039,0.0008623533385286741,1.3203492867857325e-05,1.3947146148328872e-05,0.003734587815051197,100
4,2000,z08,sequential_dr,0.4935857950426752,0.49435661308672957,0.000770818044054477,1.316518470363389e-05,1.3759345160673861e-05,0.00370935913072243,100
4,2000,z08,trajectory_is,0.4935857950426752,0.48900628923773504,-0.004579505804940164,0.001497259707868252,0.0015182315812857328,0.038964491287398234,100
4,2000,z09,exact_finite_horizon_mis,0.4961468616639408,0.49628077596602344,0.00013391430208266496,2.772245678240228e-06,2.7901787185425154e-06,0.0016703828059886497,100
4,2000,z09,full_pdis,0.4961468616639408,0.49115911724851846,-0.004987744415422249,0.0014549073821845642,0.0014797849765381397,0.03846797338745751,100
4,2000,z09,ours_k5,0.4961468616639408,0.4961890881753285,4.222651138767797e-05,3.876089021631814e-06,3.877872099895788e-06,0.0019692313474794646,100
4,2000,z09,self_normalized_pdis,0.4961468616639408,0.495993927830992,-0.0001529338329488289,1.1991204734321638e-05,1.2014593491582059e-05,0.0034662073641924624,100
4,2000,z09,sequential_dr,0.4961468616639408,0.4959418283628533,-0.0002050333010875366,1.1931242662329886e-05,1.1973281316884737e-05,0.00346024295633771,100
4,2000,z09,trajectory_is,0.4961468616639408,0.4909804056835986,-0.005166455980342233,0.0017159638227338876,0.001742656090130702,0.04174513253219712,100
8,2000,z00,exact_finite_horizon_mis,0.4960856332385693,0.496322051383761,0.00023641814519164916,2.485544097494579e-06,2.541437636870439e-06,0.001594188708048843,100
8,2000,z00,full_pdis,0.4960856332385693,0.49186234444391685,-0.00422328879465243,0.0012685594910039411,0.0012863956592469778,0.035866358321510396,100
8,2000,z00,ours_k5,0.4960856332385693,0.4963067103538342,0.00022107711526493212,4.040260891118148e-06,4.089135982012012e-06,0.0020221612156334154,100
8,2000,z00,self_normalized_pdis,0.4960856332385693,0.49552487763898734,-0.0005607555995819713,1.2187318261387715e-05,1.2501765103850255e-05,0.003535783520501539,100
8,2000,z00,sequential_dr,0.4960856332385693,0.49547831859248853,-0.0006073146460808182,1.198413066947742e-05,1.2352961748821691e-05,0.0035146780434090535,100
8,2000,z00,trajectory_is,0.4960856332385693,0.49159861613226163,-0.004487017106307656,0.0015026116334025707,0.0015227449559148682,0.03902236481704906,100
8,2000,z01,exact_finite_horizon_mis,0.49382574466562695,0.49450415293709554,0.0006784082714685513,3.5248201472503122e-06,3.985057930047261e-06,0.001996260987458118,100
8,2000,z01,full_pdis,0.49382574466562695,0.4933142083748121,-0.0005115362908148935,0.001400397460659736,0.0014006591300365567,0.03742538082687412,100
8,2000,z01,ours_k5,0.49382574466562695,0.49456994373559604,0.0007441990699690886,4.551133179779979e-06,5.104965435522835e-06,0.002259417056570751,100
8,2000,z01,self_normalized_pdis,0.49382574466562695,0.49370605515737453,-0.00011968950825232915,1.612545679875151e-05,1.61397823771372e-05,0.004017434800608119,100
8,2000,z01,sequential_dr,0.49382574466562695,0.49367216883241094,-0.00015357583321603307,1.655745517197245e-05,1.6581040708520447e-05,0.0040719824052321794,100
8,2000,z01,trajectory_is,0.49382574466562695,0.4936517278169342,-0.00017401684869256694,0.0017189684524332607,0.0017189987342968898,0.04146080961940914,100
8,2000,z02,exact_finite_horizon_mis,0.49840226138982163,0.49803330728348155,-0.0003689541063399909,3.6549172489774047e-06,3.7910443815625474e-06,0.001947060446304261,100
8,2000,z02,full_pdis,0.49840226138982163,0.49476259058794375,-0.0036396708018779146,0.001511868178892135,0.001525115382438178,0.03905272567232892,100
8,2000,z02,ours_k5,0.49840226138982163,0.49796874131881375,-0.0004335200710079595,5.854666639935806e-06,6.042606291902551e-06,0.0024581713308682433,100
8,2000,z02,self_normalized_pdis,0.49840226138982163,0.49741857859509303,-0.0009836827947286109,1.180892526734065e-05,1.277655710798574e-05,0.0035744310187756792,100
8,2000,z02,sequential_dr,0.49840226138982163,0.49737502341403556,-0.001027237975785983,1.1862031525175382e-05,1.2917249384072268e-05,0.0035940575098448646,100
8,2000,z02,trajectory_is,0.49840226138982163,0.4945538385448115,-0.0038484228450100487,0.0017753048626636362,0.0017901152210576317,0.04230975326160189,100
8,2000,z03,exact_finite_horizon_mis,0.4960299547277563,0.49619493910152745,0.00016498437377124254,3.228668548115336e-06,3.2558883917040245e-06,0.0018044080446794801,100
8,2000,z03,full_pdis,0.4960299547277563,0.4938403731869379,-0.0021895815408183358,0.0013617765181101124,0.001366570785434005,0.03696715820067868,100
8,2000,z03,ours_k5,0.4960299547277563,0.4962272301011675,0.0001972753734112026,4.904827252234429e-06,4.943744825188959e-06,0.002223453355748431,100
8,2000,z03,self_normalized_pdis,0.4960299547277563,0.49552671433386813,-0.0005032403938881524,1.6607818251446687e-05,1.6861069145487387e-05,0.004106223221585425,100
8,2000,z03,sequential_dr,0.4960299547277563,0.4954868942204584,-0.0005430605072978684,1.6913679165061374e-05,1.7208593879647996e-05,0.004148324225473221,100
8,2000,z03,trajectory_is,0.4960299547277563,0.4940267552287929,-0.002003199498963372,0.0016203711492975591,0.0016243839575302062,0.04030364695074388,100
8,2000,z04,exact_finite_horizon_mis,0.4961153592760043,0.4963232303786127,0.00020787110260831132,2.9837357178996407e-06,3.0269461131992366e-06,0.0017398120913475791,100
8,2000,z04,full_pdis,0.4961153592760043,0.4914404443062712,-0.004674914969733075,0.0012229506625861426,0.0012448054925603773,0.03528180115244086,100
8,2000,z04,ours_k5,0.4961153592760043,0.49634388423694165,0.0002285249609372797,3.938602011008027e-06,3.990825668779411e-06,0.001997705100553986,100
8,2000,z04,self_normalized_pdis,0.4961153592760043,0.49567170031125507,-0.00044365896474914677,1.3619258586445818e-05,1.3816091863448102e-05,0.003717000385182668,100
8,2000,z04,sequential_dr,0.4961153592760043,0.4956143065098276,-0.0005010527661767172,1.3512019549945493e-05,1.3763073424438831e-05,0.003709861644918693,100
8,2000,z04,trajectory_is,0.4961153592760043,0.49098936610417837,-0.0051259931718259134,0.00145842111819896,0.0014846969241965663,0.03853176513211621,100
8,2000,z05,exact_finite_horizon_mis,0.49143544029565966,0.4927421553918056,0.0013067150961459484,3.001474884917224e-06,4.708979227412939e-06,0.0021700182550874864,100
8,2000,z05,full_pdis,0.49143544029565966,0.4871473836591205,-0.004288056636539117,0.0014783250019087667,0.001496712431626934,0.03868736785601902,100
8,2000,z05,ours_k5,0.49143544029565966,0.49272555176571253,0.0012901114700528704,4.417091535324511e-06,6.08147914048649e-06,0.0024660655182874784,100
8,2000,z05,self_normalized_pdis,0.49143544029565966,0.49191352534599075,0.00047808505033109015,1.328393950945763e-05,1.3512504824807713e-05,0.0036759359114119103,100
8,2000,z05,sequential_dr,0.49143544029565966,0.4919529002101302,0.0005174599144705727,1.2786509084923249e-05,1.305427384800714e-05,0.003613069864811244,100
8,2000,z05,trajectory_is,0.49143544029565966,0.48633449879771734,-0.005100941497942324,0.0017382587248962488,0.001764278329061679,0.04200331331051967,100
8,2000,z06,exact_finite_horizon_mis,0.5007529540518896,0.49997469258872757,-0.0007782614631619906,3.301561342146285e-06,3.907252247189328e-06,0.0019766770720553543,100
8,2000,z06,full_pdis,0.5007529540518896,0.497958099415949,-0.0027948546359405383,0.0014488951003847584,0.0014567063128207963,0.03816682214726288,100
8,2000,z06,ours_k5,0.5007529540518896,0.4999662801745,-0.0007866738773896275,5.435609590914732e-06,6.0544653802819624e-06,0.0024605823254428946,100
8,2000,z06,self_normalized_pdis,0.5007529540518896,0.4994607068483591,-0.0012922472035304983,1.3279189504985634e-05,1.4949092340018028e-05,0.0038664056098679078,100
8,2000,z06,sequential_dr,0.5007529540518896,0.49942872909789976,-0.0013242249539898365,1.3659152614697097e-05,1.541272434346648e-05,0.0039259042707975545,100
8,2000,z06,trajectory_is,0.5007529540518896,0.49839215162064787,-0.0023608024312417324,0.0017369371970712105,0.0017425105851905675,0.04174338971849995,100
8,2000,z07,exact_finite_horizon_mis,0.4908771587719366,0.49220067409435564,0.001323515322419046,3.5515955088549415e-06,5.3032883175329315e-06,0.0023028869528339707,100
8,2000,z07,full_pdis,0.4908771587719366,0.4887584072898184,-0.0021187514821182515,0.0015028838647199428,0.0015073729725629207,0.03882490144949399,100
8,2000,z07,ours_k5,0.4908771587719366,0.4922369937717195,0.0013598349997827953,4.899658219458496e-06,6.7488094460927715e-06,0.002597847079043101,100
8,2000,z07,self_normalized_pdis,0.4908771587719366,0.49147975945706157,0.0006026006851250143,1.797984337980777e-05,1.8342970965520905e-05,0.004282869477992635,100
8,2000,z07,sequential_dr,0.4908771587719366,0.49144481969458836,0.0005676609226518315,1.842468106887706e-05,1.8746919991982992e-05,0.0043297713556241044,100
8,2000,z07,trajectory_is,0.4908771587719366,0.4886124362180584,-0.0022647225538781797,0.0018053760076860905,0.0018105049759321351,0.04255002909437472,100
8,2000,z08,exact_finite_horizon_mis,0.4943258252223094,0.4949677769060888,0.0006419516837794892,3.3798980065763456e-06,3.7919999708836667e-06,0.001947305823666038,100
8,2000,z08,full_pdis,0.4943258252223094,0.48808895670269237,-0.006236868519616885,0.0012075922177710809,0.001246490746702069,0.03530567584259037,100
8,2000,z08,ours_k5,0.4943258252223094,0.4949162470929929,0.0005904218706835551,4.483867497139535e-06,4.832465482521004e-06,0.0021982869427172157,100
8,2000,z08,self_normalized_pdis,0.4943258252223094,0.49427894401399686,-4.688120831251475e-05,1.2486899624961259e-05,1.24890974726541e-05,0.0035339917193810883,100
8,2000,z08,sequential_dr,0.4943258252223094,0.4942825846242379,-4.324059807144121e-05,1.192812738299638e-05,1.1929997132317954e-05,0.003453982792707276,100
8,2000,z08,trajectory_is,0.4943258252223094,0.4869409618432088,-0.007384863379100557,0.0014054332476861463,0.0014599694548141267,0.03820954664496985,100
8,2000,z09,exact_finite_horizon_mis,0.49789243794076443,0.49763425351018903,-0.00025818443057539165,4.045812486701646e-06,4.112471686893185e-06,0.0020279229982652657,100
8,2000,z09,full_pdis,0.49789243794076443,0.4966779379202517,-0.001214500020512676,0.001422007780114728,0.001423482790414553,0.03772907089254323,100
8,2000,z09,ours_k5,0.49789243794076443,0.49772044118361103,-0.00017199675715333097,5.053474609315209e-06,5.0830574937864705e-06,0.00225456370364345,100
8,2000,z09,self_normalized_pdis,0.49789243794076443,0.4969941980832689,-0.000898239857495603,1.6703438269492955e-05,1.7510273111086677e-05,0.0041845278241501365,100
8,2000,z09,sequential_dr,0.49789243794076443,0.49693554683305036,-0.0009568911077140735,1.72822947305691e-05,1.8197935322591366e-05,0.0042659038107523434,100
8,2000,z09,trajectory_is,0.49789243794076443,0.4972461279547568,-0.0006463099860076516,0.0017610724415785199,0.0017614901581765332,0.04197011029502464,100
12,2000,z00,exact_finite_horizon_mis,0.49541985083389345,0.49549870655782613,7.885572393263707e-05,4.153608352636131e-06,4.15982657783307e-06,0.0020395652913876208,100
12,2000,z00,full_pdis,0.49541985083389345,0.4914100359609998,-0.004009814872893697,0.001595023960373104,0.0016111025756879837,0.04013854227158709,100
12,2000,z00,ours_k5,0.49541985083389345,0.49527845672977755,-0.00014139410411594,3.226621552951946e-06,3.246613845630695e-06,0.0018018362427342544,100
12,2000,z00,self_normalized_pdis,0.49541985083389345,0.4954355804805342,1.572964664078802e-05,1.3472520231873565e-05,1.3472767653657006e-05,0.0036705268904691337,100
12,2000,z00,sequential_dr,0.49541985083389345,0.4954341806079941,1.4329774100593218e-05,1.3695495660384998e-05,1.369570100281077e-05,0.003700770325595844,100
12,2000,z00,trajectory_is,0.49541985083389345,0.49116849273697283,-0.0042513580969206315,0.001883985208273544,0.0019020592539417964,0.04361260430130029,100
12,2000,z01,exact_finite_horizon_mis,0.4954620386326673,0.4956494349035222,0.00018739627085481548,4.469511768656898e-06,4.50462913098719e-06,0.002122411159739599,100
12,2000,z01,full_pdis,0.4954620386326673,0.49146217948523874,-0.003999859147428479,0.0014412083196844996,0.0014572071928837668,0.03817338330412654,100
12,2000,z01,ours_k5,0.4954620386326673,0.4953877011048341,-7.433752783325864e-05,3.959398859292141e-06,3.964924927336502e-06,0.001991211924265346,100
12,2000,z01,self_normalized_pdis,0.4954620386326673,0.49584424477486017,0.0003822061421928491,1.4151122172567204e-05,1.4297203707697145e-05,0.0037811643322787684,100
12,2000,z01,sequential_dr,0.4954620386326673,0.49584087181930214,0.00037883318663490704,1.4316348506023768e-05,1.4459863089319725e-05,0.003802612666223017,100
12,2000,z01,trajectory_is,0.4954620386326673,0.49114885785097023,-0.004313180781696984,0.0017478448363534818,0.001766448364809082,0.042029137093319936,100
12,2000,z02,exact_finite_horizon_mis,0.4954330354067354,0.49527897663447296,-0.00015405877226241593,4.483385292274758e-06,4.507119397585762e-06,0.0021229977384787206,100
12,2000,z02,full_pdis,0.4954330354067354,0.492388577000006,-0.0030444584067294733,0.001916499490744241,0.0019257682177345468,0.043883575717283414,100
12,2000,z02,ours_k5,0.4954330354067354,0.4952165250130755,-0.0002165103936598567,3.839120322860407e-06,3.885997073423152e-06,0.001971293248967071,100
12,2000,z02,self_normalized_pdis,0.4954330354067354,0.49541393810246026,-1.909730427516687e-05,1.3129880181702496e-05,1.3130244888733074e-05,0.0036235679776613927,100
12,2000,z02,sequential_dr,0.4954330354067354,0.49543047239052057,-2.56301621482824e-06,1.3921592126746277e-05,1.3921598695798396e-05,0.0037311658628099605,100
12,2000,z02,trajectory_is,0.4954330354067354,0.4923061753179336,-0.003126860088801821,0.0022793481727223807,0.0022891254267373225,0.047844805640083046,100
12,2000,z03,exact_finite_horizon_mis,0.49541791351512876,0.49535856515209736,-5.934836303142232e-05,4.825920314257593e-06,4.829442542452103e-06,0.0021975992679403823,100
12,2000,z03,full_pdis,0.49541791351512876,0.49662155765783544,0.0012036441427066675,0.0017865802330187493,0.0017880289922410214,0.042285091843828615,100
12,2000,z03,ours_k5,0.49541791351512876,0.49533878330585246,-7.913020927632076e-05,4.370740716323785e-06,4.377002306343898e-06,0.002092128654347982,100
12,2000,z03,self_normalized_pdis,0.49541791351512876,0.495369060894866,-4.885262026280868e-05,1.439209849586109e-05,1.4394485074367634e-05,0.0037940064673597533,100
12,2000,z03,sequential_dr,0.49541791351512876,0.49536618337203675,-5.1730143092033056e-05,1.4431852812882581e-05,1.4434528820586902e-05,0.0037992800397689693,100
12,2000,z03,trajectory_is,0.49541791351512876,0.497237077353377,0.0018191638382481984,0.002159215725684439,0.0021625250827548284,0.04650295778501437,100
12,2000,z04,exact_finite_horizon_mis,0.495413183845435,0.4953976513648227,-1.553248061214374e-05,4.581049249569646e-06,4.581290507523613e-06,0.0021403949419496423,100
12,2000,z04,full_pdis,0.495413183845435,0.4889235022446127,-0.006489681600822377,0.001817582281399282,0.0018596982486793346,0.043124218818192346,100
12,2000,z04,ours_k5,0.495413183845435,0.49527113839907166,-0.0001420454463634474,3.848317853374991e-06,3.868494762207583e-06,0.001966848942396844,100
12,2000,z04,self_normalized_pdis,0.495413183845435,0.4952454927695882,-0.00016769107584682917,1.3966924087668333e-05,1.3995044384587001e-05,0.0037409951061966123,100
12,2000,z04,sequential_dr,0.495413183845435,0.49522977182194056,-0.00018341202349438036,1.4316923271047417e-05,1.4350563241409721e-05,0.003788213726997161,100
12,2000,z04,trajectory_is,0.495413183845435,0.48821653584909525,-0.007196647996339631,0.0021272191744150905,0.00217901091679831,0.046679877000676745,100
12,2000,z05,exact_finite_horizon_mis,0.4897931077243177,0.49123453788559557,0.0014414301612779472,4.979419695707821e-06,7.05714060554959e-06,0.0026565279229757007,100
12,2000,z05,full_pdis,0.4897931077243177,0.48894991319341785,-0.000843194530899874,0.0013101800913300568,0.0013108910683469963,0.03620622968975085,100
12,2000,z05,ours_k5,0.4897931077243177,0.49112526062481754,0.0013321529004998284,3.364835207702961e-06,5.139466558013066e-06,0.002267039161111485,100
12,2000,z05,self_normalized_pdis,0.4897931077243177,0.49103781792373086,0.0012447101994130622,1.754478951495006e-05,1.909409299547296e-05,0.00436967882063121,100
12,2000,z05,sequential_dr,0.4897931077243177,0.4910473250840889,0.001254217359771188,1.8088252412038238e-05,1.9661313597589652e-05,0.00443410798217518,100
12,2000,z05,trajectory_is,0.4897931077243177,0.48897739177370275,-0.0008157159506149847,0.001531351417822719,0.0015320168103348066,0.039140986322968495,100
12,2000,z06,exact_finite_horizon_mis,0.5010738733309272,0.4998055162063405,-0.0012683571245867098,4.826584602964537e-06,6.435314398454403e-06,0.0025367921472707225,100
12,2000,z06,full_pdis,0.5010738733309272,0.4941995658217176,-0.006874307509209682,0.001726385079956938,0.001773641183688115,0.04211461959567146,100
12,2000,z06,ours_k5,0.5010738733309272,0.4995444675750844,-0.0015294057558428624,4.1541128867122794e-06,6.493194852717558e-06,0.002548174808116107,100
12,2000,z06,self_normalized_pdis,0.5010738733309272,0.5002650994463692,-0.0008087738845579845,1.2913300293108232e-05,1.3567415489451235e-05,0.0036833972755394217,100
12,2000,z06,sequential_dr,0.5010738733309272,0.500194755446792,-0.0008791178841352155,1.2879228448374062e-05,1.3652076702580435e-05,0.00369487167606406,100
12,2000,z06,trajectory_is,0.5010738733309272,0.4935608300375766,-0.0075130432933506065,0.0020333854146580817,0.002089831234185842,0.04571467197941862,100
12,2000,z07,exact_finite_horizon_mis,0.4912287018983742,0.4922441807630905,0.0010154788647161867,5.6736284828649654e-06,6.704825807550243e-06,0.002589367839367409,100
12,2000,z07,full_pdis,0.4912287018983742,0.4925504357888824,0.0013217338905081616,0.001572385446952657,0.0015741324274299753,0.039675337773357085,100
12,2000,z07,ours_k5,0.4912287018983742,0.49216422017446815,0.000935518276093949,4.22561706399924e-06,5.100811508905034e-06,0.0022584976220720344,100
12,2000,z07,self_normalized_pdis,0.4912287018983742,0.49227761184424473,0.0010489099458706281,1.8251183029549736e-05,1.9351395104096062e-05,0.0043990220622424775,100
12,2000,z07,sequential_dr,0.4912287018983742,0.4922786241457373,0.001049922247363092,1.8196740894103026e-05,1.9299077619610994e-05,0.004393071547290232,100
12,2000,z07,trajectory_is,0.4912287018983742,0.4927702179052386,0.001541516006864499,0.0019209269403856677,0.0019233032119850874,0.043855480979976574,100
12,2000,z08,exact_finite_horizon_mis,0.4911559445486503,0.4920370259970672,0.000881081448416966,4.161939504663607e-06,4.938244023408147e-06,0.0022222160163692787,100
12,2000,z08,full_pdis,0.4911559445486503,0.48789939081489203,-0.0032565537337582683,0.001675341705290928,0.0016859468475117828,0.04106028309098444,100
12,2000,z08,ours_k5,0.4911559445486503,0.49201328485276696,0.0008573403041167055,3.67239043756785e-06,4.407422834630775e-06,0.0020993862995244052,100
12,2000,z08,self_normalized_pdis,0.4911559445486503,0.49195075018664186,0.0007948056379915558,1.3302978859343019e-05,1.3934694861526182e-05,0.003732920419929439,100
12,2000,z08,sequential_dr,0.4911559445486503,0.4919773948781176,0.000821450329467226,1.3836710638435153e-05,1.4511491282216969e-05,0.0038093951333797033,100
12,2000,z08,trajectory_is,0.4911559445486503,0.48757669635045275,-0.003579248198197455,0.0019645411173441953,0.0019773521350084956,0.04446742779842899,100
12,2000,z09,exact_finite_horizon_mis,0.49969554013601913,0.4989161230262385,-0.0007794171097806735,5.548403505831744e-06,6.1558945368506e-06,0.0024811075222268384,100
12,2000,z09,full_pdis,0.49969554013601913,0.4910496102931128,-0.008645929842906354,0.002044837065213327,0.0021195891680617853,0.04603899616696464,100
12,2000,z09,ours_k5,0.49969554013601913,0.4985954240274728,-0.0011001161085463329,5.17600755373516e-06,6.386263006018285e-06,0.0025271056578659874,100
12,2000,z09,self_normalized_pdis,0.49969554013601913,0.49932704038758785,-0.0003684997484312297,1.5597172308543115e-05,1.5732964373136995e-05,0.003966480098668969,100
12,2000,z09,sequential_dr,0.49969554013601913,0.4992616231289824,-0.0004339170070367837,1.5061845823299675e-05,1.5250129792295436e-05,0.003905141456118515,100
