n,k,true_value,mean_estimate,bias,variance,mse_bias_var,empirical_mse
500.0,1.0,0.5348065061069869,0.5628340124355414,0.028027506328554552,0.0001297895003555699,0.0009153306113527354,0.0009142490321831083
500.0,2.0,0.5348065061069869,0.5621681153688829,0.027361609261896014,0.000137218639403825,0.0008858763008044988,0.0008847328121428008
500.0,3.0,0.5348065061069869,0.5610970377563725,0.026290531649385662,0.00015276166699277474,0.0008439537214001239,0.0008426807075084998
500.0,4.0,0.5348065061069869,0.5597619907893528,0.02495548468236597,0.00017978991718143879,0.0008025661329132414,0.000801067883603386
500.0,5.0,0.5348065061069869,0.5581963693572226,0.023389863250235732,0.00021787582465938757,0.0007649615275241155,0.0007631458956519478
500.0,6.0,0.5348065061069869,0.5565453511506058,0.021738845043618893,0.0002678462299754385,0.0007404236138059122,0.0007381915618894468
500.0,7.0,0.5348065061069869,0.5548652731796005,0.02005876707261367,0.0003362005358420569,0.0007385546723154273,0.0007357530011834174
500.0,8.0,0.5348065061069869,0.5532320395288346,0.018425533421847717,0.00042039880147442757,0.0007598990833540549,0.0007563957600084321
500.0,9.0,0.5348065061069869,0.5515200428914394,0.016713536784452532,0.0005161126234900685,0.0007954549353353164,0.0007911539968062365
500.0,10.0,0.5348065061069869,0.5497417345651227,0.014935228458135774,0.000625063664932504,0.0008481247140292127,0.000842915850154776
500.0,11.0,0.5348065061069869,0.5479935655050016,0.013187059398014678,0.0007495460354430848,0.0009234445710098521,0.0009171983540478289
500.0,12.0,0.5348065061069869,0.5463292739569915,0.011522767850004612,0.000889383873851034,0.0010221580527761337,0.0010147465204940406
500.0,13.0,0.5348065061069869,0.5447019226236501,0.009895416516663258,0.0010406731059244161,0.0011385923739626682,0.001129920098079972
500.0,14.0,0.5348065061069869,0.5431601723971037,0.008353666290116801,0.0012058876187109686,0.0012756713591976024,0.0012656222957083431
500.0,15.0,0.5348065061069869,0.541650131536617,0.006843625429630129,0.0013863475113659127,0.001433182720386993,0.0014216298244589436
500.0,16.0,0.5348065061069869,0.5402691543131944,0.005462648206207565,0.0015779402657401737,0.0016077807911649565,0.001594631288950452
500.0,17.0,0.5348065061069869,0.5390163583589466,0.004209852251959689,0.0017730055552915497,0.0017907284112748797,0.0017759533649807833
500.0,18.0,0.5348065061069869,0.5377714300306599,0.0029649239236729796,0.00196435916231848,0.0019731499361916485,0.0019567802765056617
500.0,19.0,0.5348065061069869,0.5366982765981505,0.0018917704911636246,0.0021529712953973503,0.002156550090988588,0.002138608663526942
500.0,20.0,0.5348065061069869,0.5357567120939964,0.0009502059870095669,0.0023395173419397514,0.0023404202333575,0.0023209242555080004
500.0,21.0,0.5348065061069869,0.5349600007947067,0.0001534946877198573,0.002534124349509345,0.0025341479101285034,0.0025130302072159253
500.0,22.0,0.5348065061069869,0.5341716859273078,-0.0006348201796790853,0.0026784984979677947,0.0026789014946283223,0.0026565806738119246
500.0,23.0,0.5348065061069869,0.533545763779321,-0.0012607423276659313,0.0027877858638558064,0.002789375335072575,0.00276614378620711
500.0,24.0,0.5348065061069869,0.5330438472443996,-0.0017626588625873074,0.0028509281491054,0.0028540351153712572,0.0028302773807953796
1000.0,1.0,0.5348065061069869,0.5624570974658627,0.02765059135887582,6.619896300441095e-05,0.0008307541654999491,0.0008302025074749187
1000.0,2.0,0.5348065061069869,0.5618288637193685,0.027022357612381587,6.967036415521727e-05,0.0007998781750866543,0.0007992975887186962
1000.0,3.0,0.5348065061069869,0.5608055614034406,0.025999055296453744,7.745576258694972e-05,0.0007534066388950091,0.0007527611742067974
1000.0,4.0,0.5348065061069869,0.559560000765019,0.024753494658032116,9.141146573096239e-05,0.0007041469635161869,0.0007033852013017583
1000.0,5.0,0.5348065061069869,0.5581405647010531,0.02333405859406623,0.00011088754746539822,0.0006553658379367145,0.0006544417750411552
1000.0,6.0,0.5348065061069869,0.5567088375619692,0.021902331454982327,0.00013678686734058324,0.0006164989905044915,0.0006153590999433192
1000.0,7.0,0.5348065061069869,0.5552529453886528,0.020446439281665896,0.00017094961203744893,0.0005890064913362991,0.0005875819112359916
1000.0,8.0,0.5348065061069869,0.5538588011701839,0.019052295063197056,0.00021437961327441237,0.0005773695604495352,0.0005755830636722462
1000.0,9.0,0.5348065061069869,0.5524922187988921,0.01768571269190522,0.000267039281859651,0.0005798237152802683,0.0005775983879314366
1000.0,10.0,0.5348065061069869,0.5511046148260949,0.016298108719107973,0.000330251516724385,0.0005958798645442484,0.0005931277685715422
1000.0,11.0,0.5348065061069869,0.5497685461200926,0.014962040013105748,0.000405215147810769,0.0006290777891645464,0.0006257009962661269
1000.0,12.0,0.5348065061069869,0.5484872059176916,0.013680699810704744,0.0004908678994564756,0.0006780294467670924,0.0006739388809382893
1000.0,13.0,0.5348065061069869,0.5472300992132244,0.01242359310623753,0.0005842800809565903,0.0007386257466259431,0.000733756745951299
1000.0,14.0,0.5348065061069869,0.5461049970505552,0.011298490943568273,0.0006885357791752582,0.0008161916767771525,0.0008104538786173632
1000.0,15.0,0.5348065061069869,0.5449802706304,0.01017376452341312,0.0007993506196068677,0.0009028561041847271,0.0008961948490213382
1000.0,16.0,0.5348065061069869,0.543885735915673,0.00907922980868614,0.0009151829255197007,0.0009976153394386357,0.0009899888150593065
1000.0,17.0,0.5348065061069869,0.5428743698719806,0.008067863764993688,0.0010341623988843955,0.0010992528246148935,0.0010906348046241846
1000.0,18.0,0.5348065061069869,0.5419440417801397,0.007137535673152784,0.0011563838915522886,0.0012073283070378172,0.0011976917746082164
1000.0,19.0,0.5348065061069869,0.5410987296902439,0.006292223583256984,0.001276461528226542,0.0013160536058482372,0.0013054164264463502
1000.0,20.0,0.5348065061069869,0.5403368946126033,0.005530388505616379,0.001396039700303764,0.0014266248973268177,0.0014149912331576189
1000.0,21.0,0.5348065061069869,0.5396835656429207,0.00487705953593387,0.0015118401501775264,0.00153562585989457,0.0015230271919764225
1000.0,22.0,0.5348065061069869,0.5390842417201147,0.004277735613127831,0.0016127241614829026,0.0016310231834587247,0.001617583815446367
1000.0,23.0,0.5348065061069869,0.5386233010213437,0.0038167949143568247,0.0016962787216471833,0.0017108466450654434,0.001696710989051716
1000.0,24.0,0.5348065061069869,0.5382498551887175,0.0034433490817306067,0.0017523934002171733,0.0017642500531158283,0.001749646774780685
2000.0,1.0,0.5348065061069869,0.5626266754697895,0.027820169362802627,3.424661057723579e-05,0.0008082084339522577,0.0008079230455307857
2000.0,2.0,0.5348065061069869,0.5619372380206451,0.027130731913658224,3.706584055780168e-05,0.0007731424547285945,0.0007728335727239492
2000.0,3.0,0.5348065061069869,0.5608326271583549,0.026026121051368034,4.237523605083728e-05,0.0007197342130312996,0.0007193810860642096
2000.0,4.0,0.5348065061069869,0.5595034610748734,0.024696954967886486,5.054244117853164e-05,0.0006604820258643446,0.000660060838854528
2000.0,5.0,0.5348065061069869,0.5580007138942248,0.023194207787237908,6.132257269034914e-05,0.0005992938475679168,0.0005987828261288307
2000.0,6.0,0.5348065061069869,0.5564691039659414,0.021662597858954524,7.527130899034543e-05,0.0005445394549891266,0.0005439121940808601
2000.0,7.0,0.5348065061069869,0.554923966234358,0.020117460127371145,9.38821468889536e-05,0.0004985943488653215,0.0004978119976412548
2000.0,8.0,0.5348065061069869,0.5534277927692515,0.01862128666226459,0.0001179042236616088,0.000464656540619842,0.00046367400542265665
2000.0,9.0,0.5348065061069869,0.5519700449094374,0.017163538802450473,0.00014982491479598187,0.00044441197901920487,0.0004431634380625716
2000.0,10.0,0.5348065061069869,0.5505148657769868,0.01570835966999995,0.00018673568054823945,0.00043348824407032037,0.0004319321133990852
2000.0,11.0,0.5348065061069869,0.5490888220666645,0.01428231595967766,0.00022686420474757067,0.00043084875391963387,0.00042895821888007065
2000.0,12.0,0.5348065061069869,0.5477117366653098,0.012905230558322933,0.00027049501191317297,0.000437039987676645,0.00043478586257737235
2000.0,13.0,0.5348065061069869,0.5464010053471257,0.011594499240138778,0.0003175057082259147,0.0004519381208554934,0.00044929223995361124
2000.0,14.0,0.5348065061069869,0.545164687508312,0.010358181401325162,0.00036925175856316223,0.0004765436805059207,0.0004734665825178935
2000.0,15.0,0.5348065061069869,0.5439599616561487,0.009153455549161804,0.00042468872123151055,0.0005084744697219915,0.0005049353970450649
2000.0,16.0,0.5348065061069869,0.5428508008087662,0.008044294701779364,0.0004850400008309763,0.0005497506780800519,0.0005457086780731285
2000.0,17.0,0.5348065061069869,0.5418329020621167,0.007026395955129772,0.0005514043295639597,0.0006007745696822237,0.0005961795336025242
2000.0,18.0,0.5348065061069869,0.5409182668932527,0.006111760786265852,0.0006223214099593346,0.0006596750298678716,0.0006544890181182122
2000.0,19.0,0.5348065061069869,0.5400399332992356,0.00523342719224873,0.000691347468120813,0.0007187362282973814,0.0007129749993963747
2000.0,20.0,0.5348065061069869,0.539209558773471,0.0044030526664841085,0.0007565900602735282,0.000775976933057361,0.0007696720158884141
2000.0,21.0,0.5348065061069869,0.5385050377196843,0.0036985316126973977,0.0008216182685856055,0.0008352974046757274,0.0008284505857708483
2000.0,22.0,0.5348065061069869,0.5378865358961775,0.0030800297891906414,0.0008792908704879823,0.000888777453990284,0.00088145003006955
2000.0,23.0,0.5348065061069869,0.5373710468370585,0.0025645407300716183,0.0009265327601826019,0.0009331096293387981,0.000925388523003942
2000.0,24.0,0.5348065061069869,0.537018789388146,0.0022122832811590776,0.0009591641627421813,0.0009640583600582772,0.0009560653253687586
5000.0,1.0,0.5348065061069869,0.5624059477242668,0.027599441617279896,1.4367385891237155e-05,0.0007760965634768788,0.0007759768352611247
5000.0,2.0,0.5348065061069869,0.5617157625681676,0.026909256461180697,1.5473009531532392e-05,0.0007395810928251275,0.0007394521510790313
5000.0,3.0,0.5348065061069869,0.5606082669405847,0.025801760833597864,1.745457649636002e-05,0.0006831854386105448,0.0006830399838064059
5000.0,4.0,0.5348065061069869,0.5592698368334459,0.02446333072645901,2.0313005413976146e-05,0.0006187675556460896,0.0006185982806009888
5000.0,5.0,0.5348065061069869,0.5577790259970611,0.022972519890074206,2.4179637312561032e-05,0.000551916307412416,0.000551714810434821
5000.0,6.0,0.5348065061069869,0.5562379606419803,0.0214314545349934,2.9531402701069962e-05,0.0004888386461865591,0.0004885925511640623
5000.0,7.0,0.5348065061069869,0.5546789332687936,0.019872427161806705,3.668840873765862e-05,0.00043160177003897154,0.0004312960332995004
5000.0,8.0,0.5348065061069869,0.55314138706983,0.01833488096284308,4.5795085592488126e-05,0.00038196294551411374,0.00038158131980084307
5000.0,9.0,0.5348065061069869,0.5516655036991199,0.01685899759213305,5.798736945055599e-05,0.000342213169262104,0.0003417299411833473
5000.0,10.0,0.5348065061069869,0.5502183666380372,0.01541186053105037,7.264604876550273e-05,0.00031017149379405093,0.0003095661100543304
5000.0,11.0,0.5348065061069869,0.5487879958747615,0.01398148976777458,8.814870220633182e-05,0.0002836307583327171,0.00028289618581433195
5000.0,12.0,0.5348065061069869,0.5473930456837249,0.012586539576738054,0.00010520072535808537,0.00026362170387487875,0.0002627450311635622
5000.0,13.0,0.5348065061069869,0.5460421132964445,0.011235607189457597,0.00012375244706577714,0.00024999131598156836,0.0002489600455893506
5000.0,14.0,0.5348065061069869,0.5447800080619344,0.009973501954947506,0.0001448111677897544,0.0002442819090350961,0.00024307514930351065
5000.0,15.0,0.5348065061069869,0.5436179194237132,0.008811413316726302,0.00016756786404671683,0.00024520886868489844,0.0002438124698178434
5000.0,16.0,0.5348065061069869,0.5425920957937859,0.007785589686798988,0.00019307501064817087,0.00025369041741936165,0.0002520814589972936
5000.0,17.0,0.5348065061069869,0.5416445476988032,0.006838041591816335,0.00022126076321591197,0.00026801957602732207,0.00026617573633385305
5000.0,18.0,0.5348065061069869,0.5407650807192238,0.005958574612236922,0.0002509096962128596,0.000286414307622454,0.0002843233934873498
5000.0,19.0,0.5348065061069869,0.5399299133208287,0.005123407213841857,0.0002809369235106256,0.00030718622498947235,0.0003048450839602181
5000.0,20.0,0.5348065061069869,0.5391490721626128,0.004342566055625885,0.0003119670089239439,0.00033082488887141806,0.00032822516379705195
5000.0,21.0,0.5348065061069869,0.5384614369270867,0.003654930820099822,0.0003441639602534139,0.0003575224795531295,0.00035465444655101886
5000.0,22.0,0.5348065061069869,0.5378890989268044,0.003082592819817487,0.00037489332283916545,0.0003843957013319558,0.0003812715903082962
5000.0,23.0,0.5348065061069869,0.5374414004529375,0.0026348943459506557,0.0004010947602729827,0.00040803742848730546,0.000404694972151697
5000.0,24.0,0.5348065061069869,0.5371869669885287,0.002380460881541868,0.00041895890120337276,0.00042462549521192386,0.00042113417103522964
