z_seed,z_label,z_star,n,h,bias,abs_bias,variance,sd_errorbar,mean_estimate,true_value,behavior_value,value_gap,embedding_ess_mean,is_ess_mean,z_dist_mean,z_dist_p90
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,3000.0,0.20163956369943328,0.02029472125191989,0.02029472125191989,0.0018356760729772183,0.04284479049986379,0.584369106434955,0.5640743851830351,0.5895104846258948,-0.02543609944285974,63.79979046152014,58.32965477652586,1.5955926379511864,2.501724409235251
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,5000.0,0.18205642030260802,0.018569037320087523,0.018569037320087523,0.0013062817866351345,0.03614252047983282,0.5826434225031226,0.5640743851830351,0.5895104846258948,-0.02543609944285974,78.88508773912582,71.91290569937898,1.594327068073412,2.499281895587649
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,7000.0,0.1702081659213481,0.018122664855717896,0.018122664855717896,0.0010293444525843543,0.032083398395188034,0.582197050038753,0.5640743851830351,0.5895104846258948,-0.02543609944285974,91.02990230452771,81.76097682445914,1.5948608693395874,2.5004323931270007
20260432,"$z_\star=(-0.577,-0.264,-0.571)$",-0.57679452;-0.2641482;-0.57104805,10000.0,0.15848931924611134,0.019257212392477574,0.019257212392477574,0.0009666244722639301,0.03109058494567013,0.5833315975755127,0.5640743851830351,0.5895104846258948,-0.02543609944285974,106.78504390944167,95.93364922307069,1.595428327760736,2.500647847348938
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,100.0,0.3981071705534972,-0.007765703043186911,0.007765703043186911,0.003118898820093082,0.055847102163792545,0.818639526227902,0.826405229271089,0.8390967356683411,-0.01269150639725214,13.667042834750907,13.42996482489923,1.587928834549719,2.468713924615834
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,200.0,0.3465724215775732,-0.004446845079765338,0.004446845079765338,0.0014374328980962562,0.037913492296229534,0.8219583841913236,0.826405229271089,0.8390967356683411,-0.01269150639725214,19.499148310021646,19.347683309660148,1.592520751329699,2.4884808276061294
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,300.0,0.3195771718380609,-0.0025937931887017873,0.0025937931887017873,0.0012220202206253466,0.03495740580514159,0.8238114360823872,0.826405229271089,0.8390967356683411,-0.01269150639725214,23.5079448593387,23.303588861255424,1.5906357700869034,2.4939091531279414
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,500.0,0.2885399811814427,-0.0019624868638355997,0.0019624868638355997,0.001042311933856958,0.03228485610711248,0.8244427424072533,0.826405229271089,0.8390967356683411,-0.01269150639725214,29.292625651474033,29.047865346869308,1.592733605163038,2.4971651792113576
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,700.0,0.26976176347003633,-0.005055523775484572,0.005055523775484572,0.0008232306565290317,0.02869199638451517,0.8213497054956044,0.826405229271089,0.8390967356683411,-0.01269150639725214,33.82476667914747,33.62735710199259,1.5894300041071134,2.4966533844890635
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,1000.0,0.251188643150958,-0.0013138624364931184,0.0013138624364931184,0.0006354438550743409,0.025208011723940882,0.8250913668345958,0.826405229271089,0.8390967356683411,-0.01269150639725214,39.32580624327997,38.94607510673418,1.591242227432152,2.498888221857001
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,1500.0,0.23162303512385887,-0.0005916934159039267,0.0005916934159039267,0.000931456552951397,0.030519773147115577,0.825813535855185,0.826405229271089,0.8390967356683411,-0.01269150639725214,46.91470667569367,45.7056564941589,1.593904979858793,2.5034745179075975
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,2000.0,0.2186724147886556,-0.0003211588666580667,0.0003211588666580667,0.0008152047537343402,0.028551790727279088,0.8260840704044309,0.826405229271089,0.8390967356683411,-0.01269150639725214,53.21080740894591,51.84025308124096,1.593684736092701,2.500942356816759
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,3000.0,0.20163956369943328,0.0016602160421559375,0.0016602160421559375,0.0006100276576726342,0.02469873797732658,0.8280654453132449,0.826405229271089,0.8390967356683411,-0.01269150639725214,63.98491751171607,62.1156233204872,1.5930885159272055,2.500158675528186
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,5000.0,0.18205642030260802,0.005821822169992497,0.005821822169992497,0.0006956451534830478,0.02637508584788015,0.8322270514410814,0.826405229271089,0.8390967356683411,-0.01269150639725214,79.88823239271905,76.5932596788945,1.5936567455803163,2.500050303817175
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,7000.0,0.1702081659213481,0.004962056275609528,0.004962056275609528,0.0006134149730475037,0.024767215690252784,0.8313672855466985,0.826405229271089,0.8390967356683411,-0.01269150639725214,91.41296635068952,88.2470182482062,1.5938575664060428,2.4989415366807273
20260433,"$z_\star=(-0.619,2.45,0.995)$",-0.61939114;2.4497539;0.99480406,10000.0,0.15848931924611134,0.005267256053373637,0.005267256053373637,0.0005522977318549139,0.023501015549437728,0.8316724853244626,0.826405229271089,0.8390967356683411,-0.01269150639725214,107.43046386228298,103.6926367728498,1.5946538580376473,2.500267281513204
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,100.0,0.3981071705534972,0.0032525886169270796,0.0032525886169270796,0.0018660002568872795,0.04319722510633385,0.11824771727440311,0.11499512865747603,0.10417081685132427,0.01082431180615176,13.602581984079569,12.853827334343668,1.600277109428918,2.4808357855930794
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,200.0,0.3465724215775732,-0.005769927915624626,0.005769927915624626,0.0008568942208194418,0.029272755606868338,0.10922520074185141,0.11499512865747603,0.10417081685132427,0.01082431180615176,19.38784151252735,18.24932466562823,1.5944441157007636,2.502969094338384
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,300.0,0.3195771718380609,-0.005359501715947457,0.005359501715947457,0.000663786262972096,0.025764049816985216,0.10963562694152858,0.11499512865747603,0.10417081685132427,0.01082431180615176,23.422507267655675,22.092500840004583,1.592281387146555,2.48866764871727
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,500.0,0.2885399811814427,-0.006489922150469354,0.006489922150469354,0.0007304719712420429,0.027027244980612486,0.10850520650700668,0.11499512865747603,0.10417081685132427,0.01082431180615176,29.409572574193714,27.584884388246756,1.5976743247003484,2.4997634375526157
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,700.0,0.26976176347003633,-0.002783215117404342,0.002783215117404342,0.0007496268698244257,0.027379314633942643,0.11221191354007169,0.11499512865747603,0.10417081685132427,0.01082431180615176,34.530332551897246,31.761268188365385,1.5951805620329522,2.4956656551687986
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,1000.0,0.251188643150958,-0.005197360434419318,0.005197360434419318,0.000713591771415326,0.02671313855418951,0.10979776822305672,0.11499512865747603,0.10417081685132427,0.01082431180615176,40.70849170245258,36.80496381155426,1.5934820337280287,2.4979224635546293
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,1500.0,0.23162303512385887,-0.0057665366597014905,0.0057665366597014905,0.0005213882339980076,0.02283392725743882,0.10922859199777454,0.11499512865747603,0.10417081685132427,0.01082431180615176,48.379870960225546,43.19692295501437,1.5939272934011062,2.499200794994789
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,2000.0,0.2186724147886556,-0.006420066798126595,0.006420066798126595,0.0004071837860332352,0.020178795455458566,0.10857506185934944,0.11499512865747603,0.10417081685132427,0.01082431180615176,54.74527662873486,48.92936526646683,1.594984630865604,2.5003724914208774
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,3000.0,0.20163956369943328,-0.007280012855587534,0.007280012855587534,0.00032578200607982365,0.018049432292452403,0.1077151158018885,0.11499512865747603,0.10417081685132427,0.01082431180615176,64.52682113291483,57.13622691407744,1.5956982443449634,2.5002167268795357
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,5000.0,0.18205642030260802,-0.006986720232449242,0.006986720232449242,0.00027244334321371394,0.016505857845435176,0.10800840842502679,0.11499512865747603,0.10417081685132427,0.01082431180615176,79.42398773779328,67.83776206308907,1.5956002180451776,2.500073331316455
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,7000.0,0.1702081659213481,-0.00646192698368378,0.00646192698368378,0.00023426441805290808,0.015305698875023907,0.10853320167379225,0.11499512865747603,0.10417081685132427,0.01082431180615176,91.96547858535521,78.86598004533482,1.5945368331442724,2.4994844453389033
20260434,"$z_\star=(-1.4,-1.1,1.02)$",-1.4004021;-1.1039121;1.0222754,10000.0,0.15848931924611134,-0.008758404729261912,0.008758404729261912,0.0001605104779305396,0.012669272983503812,0.10623672392821412,0.11499512865747603,0.10417081685132427,0.01082431180615176,107.44165876116612,92.01754477344039,1.5942369155984306,2.498003913050527
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,100.0,0.3981071705534972,0.02016095894319836,0.02016095894319836,0.05398220805496821,0.23234071544817153,0.8509870052674071,0.8308260463242088,0.8382577508672572,-0.007431704543048423,13.329442597203649,12.981850835734505,1.601591597330239,2.4840530037736777
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,200.0,0.3465724215775732,0.006129078519295006,0.006129078519295006,0.011330903756996682,0.1064467179249632,0.8369551248435038,0.8308260463242088,0.8382577508672572,-0.007431704543048423,19.015352139000477,18.38474583575509,1.5993332408407703,2.4990159925694457
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,300.0,0.3195771718380609,0.001383676281635493,0.001383676281635493,0.004873572188437819,0.06981097469909597,0.8322097226058442,0.8308260463242088,0.8382577508672572,-0.007431704543048423,23.152693343029046,22.467301960118146,1.593468027350792,2.4932751301646108
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,500.0,0.2885399811814427,-0.0022900939948734544,0.0022900939948734544,0.002005270341404543,0.044780244990448,0.8285359523293353,0.8308260463242088,0.8382577508672572,-0.007431704543048423,29.456041846236435,28.735608878362076,1.596133847481284,2.5055497757579785
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,700.0,0.26976176347003633,-0.0015993738878585795,0.0015993738878585795,0.0017254648311299814,0.04153871484687485,0.8292266724363502,0.8308260463242088,0.8382577508672572,-0.007431704543048423,34.036006273062696,33.2351118724324,1.5971848941176323,2.5049491582950596
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,1000.0,0.251188643150958,0.005430065522423644,0.005430065522423644,0.005753015628529877,0.07584863629973763,0.8362561118466324,0.8308260463242088,0.8382577508672572,-0.007431704543048423,39.9479671280564,38.61955553770657,1.5962386502305805,2.5054849238017027
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,1500.0,0.23162303512385887,0.003992149925359012,0.003992149925359012,0.003274937255569636,0.057227067508038854,0.8348181962495678,0.8308260463242088,0.8382577508672572,-0.007431704543048423,47.337892691362526,46.09986603406277,1.5965146469092504,2.5004834086839423
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,2000.0,0.2186724147886556,0.0003348831046321443,0.0003348831046321443,0.0021689854390533844,0.04657236776301356,0.8311609294288409,0.8308260463242088,0.8382577508672572,-0.007431704543048423,53.84371229303001,52.45032736019969,1.5952345277516076,2.4970008365093266
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,3000.0,0.20163956369943328,0.0004967975490651755,0.0004967975490651755,0.0014806175592118145,0.03847879362989196,0.8313228438732739,0.8308260463242088,0.8382577508672572,-0.007431704543048423,65.15147097044802,63.23908639975932,1.5963179005332597,2.4994052363170036
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,5000.0,0.18205642030260802,-0.002122247886765738,0.002122247886765738,0.0006649500574108928,0.025786625553005045,0.828703798437443,0.8308260463242088,0.8382577508672572,-0.007431704543048423,80.87090814745754,78.36721272635779,1.5964638074622548,2.501458109875847
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,7000.0,0.1702081659213481,-0.0015543643073568925,0.0015543643073568925,0.0008222210316465091,0.02867439679655893,0.8292716820168519,0.8308260463242088,0.8382577508672572,-0.007431704543048423,92.81897649046934,89.43811306896303,1.596232360774565,2.5011536210170915
20260435,"$z_\star=(1.15,0.261,-0.223)$",1.1514821;0.26116573;-0.22275957,10000.0,0.15848931924611134,0.0007309726328829091,0.0007309726328829091,0.0010767339198982384,0.032813623998245584,0.8315570189570917,0.8308260463242088,0.8382577508672572,-0.007431704543048423,107.21325136307016,102.58324474427425,1.5965999309584966,2.5004925847295576
